21319338:亚丽莎,2;小说家,1;理智,1;病人,1;狩猎者,1;
1298946:日本,13;战俘,11;．,9;兵,4;生命,4;
4023638:国王,3421;演讲,1776;口吃,1370;英国,937;乔治六,888;
5323957:that,7;安德,5;in,5;游戏,4;小说,4;
1900784:罗沙,14;鬼魂,12;爱丝达,10;痴呆,6;女主人,5;
4236191:葬礼,56;丧,33;－,32;兄弟,25;揸,25;
1297050:日本,14;007,12;邦德,9;邦,8;gt,7;
1294303:生活,47;拍摄,28;菲利普,21;痴迷,16;妻子,16;
1419985:,164;猛龙,119;警察,50;场面,43;动作,39;
1308851:地狱,59;hellboy,48;男爵,36;｀,28;英雄,27;
10617175:赌博,7;暴力,6;世界,3;充斥,2;切,2;
1416963:0,12;km,6;西班牙,6;爱情,6;生活,6;
1394064:哲学,90;维特根斯坦,85;jarman,81;in,72;世界,71;
1306029:纳什,3654;_,2179;nash,1179;天才,1044;世界,967;
4063408:老郭,52;台湾,38;眼泪,31;郑文堂,18;社会,15;
1296929:恐怖片,3;心酸,3;frankenstein,3;偶像,3;级,3;
1464134:邓小平,16;曾琦,11;青年党,9;法国,8;按,7;
2567628:绝对,5;日本,5;木,5;爱,4;利用,3;
1449431:土耳其,29;,22;同性恋,22;浴室,21;哈曼,15;
2282449:魔鬼,290;博士,265;奇幻,207;世界,150;秀,145;
1870687:鲨鱼,156;人类,69;海洋,48;鱼翅,37;它们,36;
3212318:音乐,198;城市,32;演奏,31;•,30;声音,30;
4920528:青春,12987;沈佳宜,8838;年,8801;柯景腾,7869;女孩,7278;
1298350:00,2884;gt,1657;01,694;55,178;49,168;
1302084:郑则仕,26;暴力,21;鼠,20;香港,19;乌,19;
6973046:幸福,49;小丑,32;速递,26;李光洁,20;微,18;
1293271:生活,127;费里尼,84;in,72;甜蜜,62;is,62;
1460853:手,7;植物,6;主人公,6;花盆,5;荣誉,5;
1844413:音乐,3298;august,744;爱,578;相信,576;父母,517;
1296517:哲,14;布莱克,6;丈夫,6;仓田,5;位置,5;
4891772:朱佳梦,11;叶璇,8;三,7;急,7;生活,7;
1947699:德文特,17;rebacca,13;爱情,9;rebecca,8;生活,7;
1292397:杀手,137;邮差,87;木,64;泽,62;警察,55;
1303897:．,27;～,15;小说,13;死亡,10;医师,7;
3543324:西蒙,72;iza,16;karin,14;isak,12;世界,12;
1291835:东京,1578;迷失,1249;鲍勃,1147;夏洛特,1132;放大,1059;
1316559:美丽,104;青春,50;刘若英,46;暗恋,40;她们,36;
2072750:涂鸦,7;男主角,5;睡不醒,4;青年,3;感情,3;
10833922:d,1;schwartzman,1;with,1;screening,1;e,1;
1850055:字谜,20;填字游戏,17;参加,13;比赛,12;冠军,11;
6757776:生活,121;jesse,96;世界,90;教授,86;书,71;
5966609:松林,60;高,56;司令,46;警察,46;luke,41;
6383536:鬼,36;房子,36;男人,35;恐怖片,32;家人,31;
4194287:丫,10;狠,9;娱乐圈,9;社会,5;dv,4;
1293037:歌曲,12;追星,12;明星,10;歌手,9;乡村,7;
19964013:竞赛,86;林熙,74;慕凡,61;女生,48;一站,46;
1529245:科学家,2;良心,1;老实,1;演得,1;常兰天,1;
2381701:本质,6;教母,6;基督教,6;炒肝,6;patti,6;
1303407:笑,9;非洲,8;配音,6;僵尸,6;李小龙,3;
3002806:鬼,14;妖怪,13;太郎,13;呃,6;水木茂,4;
1306240:任达华,7;神像,7;小时候,4;吓,4;恐怖片,3;
2028650:d,150;外星人,122;怪物,90;总统,80;怪兽,66;
2046519:她们,6;法律,4;挺,3;报警,2;争取,2;
1400667:楚原,6;阿星,5;小偷,5;拿,3;无关,3;
1770153:丁宝,43;———,30;方便面,23;生活,18;制作,16;
1298248:安德烈,129;廖夫,69;卢布,53;艺术,43;上帝,38;
2301772:门,333;右卫,330;五,304;日本,275;藏,168;
1300348:黑,5;机油,5;云顿,4;中国,3;白富美,2;
3811342:laughing,338;卧底,219;哥,213;黄秋生,115;警察,101;
1299486:信,344;晴,204;虎,181;政,124;殿下,100;
1305613:美国,32;墨西哥,22;阿拉莫,17;德克萨斯,13;自由,12;
1792936:巴克,41;霍华德,32;魔术,27;表演,27;小镇,24;
1962628:便是,2;恶作剧,2;哲学,2;简单,2;中心思想,1;
2257820:music,6;or,5;it,4;they,3;no,3;
1302021:死神,20;金城武,18;明天,15;生命,13;女人,12;
19961072:汤川,106;恭,78;平,72;為,29;畑,25;
1436721:弗拉门戈,4;舞蹈,4;hop,3;hip,3;节奏,2;
2030114:复仇,36;暴力,31;男人,26;女人,24;心理,19;
4905028:超人,10;蝙蝠,7;呀,7;+,6;d,5;
1297683:`,133;阿东,88;老大,81;警察,80;阿辉,71;
1580591:监控器,5;纪录片,5;制度,4;拍摄,3;车站,2;
1865108:警察,172;卧底,170;张家辉,104;小海,95;黑白,75;
1293783:贞德,70;戏剧,48;in,39;阿尔托,31;残酷,29;
1421309:」,14;「,14;生活,10;侯麦,8;reinette,8;
1428876:性骚扰,52;女人,39;工作,33;乔西,31;矿工,30;
4836871:que,6;de,5;後,4;肯定,4;谢谢,3;
3077408:骑士,156;凯奇,129;灵,129;灵魂,127;恶,126;
6874403:剧本,7;部分,4;音乐,4;once,3;cd,3;
3804766:登顶,7;牧师,6;弟弟,4;喜悦,3;哥哥,3;
4230131:篮球,3;打球,2;柔和,2;数学,2;早餐,2;
3262918:世界,275;91,130;偏离,127;陨石,110;cm,80;
10555631:me,10;savior,10;my,8;救主,8;祢,7;
1299892:f,1;力量强大,1;来自,1;扣,1;胜利,1;
3213270:猫,27;狗,17;•,15;大战,7;狗狗,7;
1394163:笑,42;阿福,28;吴倩莲,27;阿呆,21;刘青云,20;
2998425:中国,311;李存信,276;美国,220;艺术,111;时代,105;
3230857:大人,9;朱诺,8;生,4;怀孕,4;居然,4;
1868933:迪尔曼,61;娜,32;阿克曼,27;女人,26;生活,24;
1296972:周兴旺,10;童年,7;往事,6;乡村,5;妈妈,5;
1842047:一身,2;故意,2;秀,2;妖孽,2;细细的,1;
5343622:•,18;作家,12;拉,10;科波,8;坡,8;
1299536:莫妮卡,60;,48;生活,38;哈利,31;伯格曼,29;
10521893:阿丽娜,130;修道院,91;宗教,70;修女,61;山,49;
3778246:战争,69;沂蒙,56;她们,53;姐妹,51;六,42;
4907954:张绍刚,7;封面,7;动画,4;去掉,3;利益,2;
1302654:动作,6;打斗,5;片儿,4;法术,3;袁家班,3;
3539942:7,2;药,2;听错,1;厉害,1;d,1;
1847602:哪,2;欧洲,2;西方,2;局限性,2;不到,1;
4160477:机器人,97;人类,41;情感,24;感情,22;命令,19;
5223636:一群,2;政治,2;做爱,2;各种,1;二战,1;
7053707:浩,7;二,6;尸体,4;头,3;曹,3;
1773862:by,95;taylor,67;music,67;courtesy,60;(,58;
1840230:编剧,5;警察,5;韩国,5;男主角,5;抓,4;
10743960:xiami,1;everywhere,1;song,1;com,1;are,1;
1401487:妮,237;爱,173;木玉,167;女人,167;男人,160;
1471651:＂,19;学生,7;学校,5;比如,5;女儿,5;
1422947:生活,116;熊,111;艾纳,82;琼,61;原谅,52;
1297294:希区柯克,177;爱,165;女人,118;男主角,98;judy,92;
3077754:灵魂,22;韦斯,18;克雷文,16;鬼,12;猛,11;
1305791:王子,97;公主,86;女巫,85;城堡,25;爱,21;
11584413:sight,12;游戏,10;眼镜,8;智能,7;这款,5;
1300019:电话,6;老头,6;民主,5;火柴,5;冯巩,5;
1978369:机器人,2012;次郎,1145;爱,614;女友,586;未来,530;
1294498:警察,4;trick,3;证据,3;法律,3;為,3;
1945781:人类,16;地球,13;小时,12;自然,11;),9;
1937072:儿童,3;剧本,2;成人,2;动画,2;7,2;
1295229:木乃伊,79;埃及,30;法老,26;爱,24;爱情,24;
1754628:和尚,182;佛像,63;钱,43;信仰,42;庙,35;
1768144:方泰尼,14;亚,14;骨,13;蒂娜,11;未成,11;
20470074:新海诚,596;雪野,514;雨,433;秒,365;秋月,357;
1295091:阿富汗,20;坎大哈,12;伊朗,10;穆森,8;那里,7;
5377107:传说,38;哥,30;爱情,26;梦想,21;西安,19;
1963069:哥哥,19;草莓,14;蛇,14;伦子,12;妹妹,12;
1427038:,30;原著,14;小说,14;版,10;回忆,9;
1291566:巴特,263;人类,248;攻,202;壳,191;人偶,149;
1305223:迪伦,9;纪录片,8;笑,5;相信,4;图片,4;
1292827:教授,8;减肥,4;alter,3;ego,3;sherman,3;
2138133:牛鬼蛇神,32;佛教,29;邵氏,23;寺庙,20;骗,16;
1916644:achilles,4;patroclus,3;hephaistion,3;alexander,3;taught,3;
6402464:父亲,80;麒麟,56;加贺,51;翼,38;日本,36;
5273304:爱,824;爱情,581;叔叔,459;永恒,453;玉帕蒂,405;
1457707:猫,923;姐姐,542;弟弟,501;世界,231;猪,207;
3268489:革命,62;*,53;托洛茨基,43;leon,30;世界,27;
3927750:生活,141;羡慕,45;互换,43;身体,34;dave,32;
1871840:丧尸,74;僵尸,69;人类,21;女主角,12;咬,12;
1769332:反正,2;音乐,2;速速,2;哈哈哈,2;哈哈,1;
4088855:阿嬷,42;生命,27;父母,21;感情,17;无限公司,17;
1303531:paul,10;无聊,9;马丁,9;marcy,7;scorsese,6;
1298473:蛮,2;f,1;笑料,1;e,1;男主角,1;
1309059:艺伎,789;艺妓,472;日本,463;男人,294;女人,274;
1292402:玛莲娜,5236;女人,4156;美丽,3872;男人,2857;丈夫,1811;
1291818:女儿,1437;父亲,1294;李安,828;生活,820;家,755;
1308698:格列佛,25;陌生,14;见,8;游记,8;游历,7;
6874460:法国,7;美丽,5;阿尔及利亚,4;／,3;爱情,3;
1863791:6,2;相当,1;配乐,1;黑,1;短片,1;
1294279:卫斯理,4;原振侠,4;降,3;4,3;头,2;
1294519:蝙蝠侠,55;克鲁尼,12;罗宾,12;表演,12;乔治,12;
1873751:上海,95;夏雨,40;袁泉,34;伦巴,34;玉,32;
1306566:米西亚,36;阿特,36;artemisia,19;画家,16;塔西,16;
3419943:婚礼,85;罗马尼亚,56;无声,44;村庄,33;苏联,26;
1302162:小春,5;妻子,5;开心,5;悲伤,4;不再,4;
2363962:爆炸,15;孙悟空,12;boom,12;风火轮,6;tm,6;
3660046:小镇,7;鸟,6;kosmos,5;一只,4;耶稣,4;
10793719:风景,26;音乐,20;画面,19;自然,18;天空,17;
1293213:谋杀,17;男人,17;校长,14;妻子,14;悬疑,11;
1305858:比莉,17;後,17;恐怖片,13;女主角,12;恐怖,11;
3441479:接受,13;同志,10;adele,7;直,7;异性恋,7;
1304645:主要,2;比较简单,1;丰满,1;惊心动魄,1;内容,1;
1862845:小镇,8;美国,7;战斗机,6;苏联,6;战争,6;
1937305:爱情,34;爱,32;文根英,32;哥哥,15;．,15;
1474302:鬼,59;网络,33;电脑,21;日本,18;恐惧,17;
1434177:肯,11;达,11;托马斯,10;森林,8;黑人,7;
1465461:水珠,3;7,3;玻璃,3;蒲公英,2;配合,2;
1438282:生活,34;男人,31;家庭,31;男主角,25;出轨,23;
2265111:托,81;巴,77;阿里亚,74;西西里,60;意大利,51;
1293706:庄园,59;玛格丽特,52;先生,50;魏郭士,39;霍华德,39;
1293443:地球,22;tommy,17;星球,10;来到,8;外星人,8;
1421778:摇椅,45;动画,11;欢乐,10;见证,10;幸福,10;
1299621:黑人,6;王子,4;愿意,3;中间,2;猪脚,2;
1301883:越,2;ost,1;100部,1;雷吉乐,1;第12位,1;
1301403:zeke,26;carly,19;偷窥,13;生活,12;jack,9;
3578981:叶,3883;2,1733;叶问,1423;中国,1292;甄子丹,1002;
1293903:变态,8;客串,5;混乱,5;女主角,4;女人,4;
3282392:海狸,177;生活,70;父亲,66;先生,65;木偶,53;
1401586:父亲,26;女儿,23;老鼠,19;奥宗,18;小白鼠,17;
1945799:diana,165;生活,109;幻想,97;maureen,80;d,71;
1449845:patrick,81;母亲,76;爱,62;kitten,59;咪咪,55;
1421303:石头,7;人类,7;艺术,5;创造,4;形式,3;
1294671:英雄,35;爱情,23;中华,22;华英雄,21;批判,20;
1316589:青春,49;相间,32;健,23;少年,21;革命,20;
1944141:大丽花,5;黑色,4;肢解,4;第二天,3;看得,2;
1297513:南方,32;美国,29;吉姆,17;黑人,12;约翰,10;
1951016:杀手,9;座,8;和尚,7;杀,6;山,4;
3742993:舞蹈,504;皮娜,432;舞者,254;pina,183;舞台,128;
4300564:路,27;it,27;flower,23;me,18;had,15;
3692654:中奖,3;不少,2;钱,2;是从,1;有时候,1;
3532293:专辑,6;歌曲,5;娜,3;别恋,3;坣,3;
1857544:韦恩,17;索威,12;保镖,7;拳王,6;以前,6;
1764333:女人,4;笨,4;放弃,2;牺牲,2;妈妈,2;
3071111:阿里,9;弟弟,6;父亲,4;印象,3;老头,3;
1304750:意外,3;闷,2;tom,2;tykwer,2;冬天,2;
2257740:布鲁诺,164;was,83;bruno,66;同性恋,59;not,58;
4313237:母亲,28;猪,26;肚子,26;角,24;恐怖片,17;
2032459:爱,105;爱情,76;亚当,76;爱丽丝,62;信任,48;
1873370:卡尔,2;7,2;相辅相成,1;色彩,1;土,1;
5184850:小镇,4;家乡,3;gossip,2;老套,2;各种,2;
19971676:韩国,4;yy,4;木,2;鲍鱼,2;值得,2;
10458667:青春期,249;广告,149;青春,132;烂,128;尼玛,111;
1302205:您,184;局长,101;女人,93;办公室,81;,74;
1297974:声音,20;打嗝,19;老人,15;自然,15;声,13;
2299395:pippa,124;生活,109;皮帕,105;女人,92;母亲,85;
1876686:羊,45;新西兰,27;’,18;血腥,16;‘,16;
1302671:纪录片,14;船员,11;海洋,10;世界,9;记录,9;
6989743:头,138;阵,131;台湾,60;传统,59;文化,49;
5364967:司,56;光,55;公园,47;东京,44;爱,38;
1303280:同性恋,13;艾滋病,10;生活,9;同志,8;美国,8;
1457715:悲剧,22;女神,20;自由,19;历史,14;石头,14;
2237378:企鹅,180;南极,159;世界,144;人类,128;herzog,81;
3292100:吸血鬼,10;摇滚,10;乐队,6;cool,3;hugo,3;
1322848:爱,182;博士,166;奇,160;美国,153;苏联,147;
5150915:小说,9;查理,6;托,6;主人公,5;死亡,5;
3921106:男人,44;女人,40;皮娜,31;咖啡馆,23;红鞋,22;
3005367:斯黛拉,45;朋友,38;stella,33;生活,32;父母,29;
6024430:glen,326;russell,236;爱,151;爱情,100;gay,88;
1305703:男人,164;叹息,126;爱,116;爱情,114;女人,110;
2085035:season,29;男人,21;atv,19;tvb,17;爱,15;
3558684:叔,10;生濑叔,10;雅人,10;x,7;竹子,6;
7061185:花豹,5;亲密,3;底线,3;接触,3;拍摄,3;
3614963:身份,140;杀手,115;失忆,78;组织,53;妻子,50;
1295871:mr,15;by,13;is,12;(,11;),11;
2266033:lovecraft,5;hp,3;小说,2;(,2;),2;
4884118:托尼,396;亚伦,329;衣柜,92;	,49;爱,39;
1757807:武士,97;复仇,46;枝,40;日本,38;樱花,28;
10604892:魔幻,6;温瑞安,6;搓,5;真心,5;咳,4;
1302342:约瑟夫,40;大卫,35;战争,25;玛,18;捷克,17;
1480051:阴阳,12;路,11;邱礼涛,7;麦家琪,7;古天乐,6;
1306421:丧尸,199;僵尸,117;病毒,88;人类,81;感染,78;
1295684:彼得,817;埃莉,628;安德鲁斯,267;啦,234;看见,106;
4301043:传染病,162;病毒,134;疫苗,130;人类,79;中国,75;
5164146:比如,6;★,5;吉姆,5;生活,5;people,4;
1291858:日本,3196;中国,2755;鬼子,1925;姜文,1203;村民,1083;
1304901:克林顿,11;推理,9;卡片,9;编剧,7;逃逸,6;
3443400:大叔,38;艾米丽,38;亚瑟,38;迈阿密,17;警察,17;
3023164:棒球,651;球队,637;球员,606;billy,548;比利,435;
1302145:音乐,37;高,25;,20;畑,19;勲,15;
1783461:相信,114;玩具店,108;玩具,85;魔法,65;世界,59;
1309118:军方,36;denzel,35;母亲,34;雷蒙,32;rosie,22;
3862259:膛,4;炸,4;组织,3;枪支,3;好不好,3;
1307319:成龙,42;刘家良,35;醉拳,31;黄飞鸿,25;动作,21;
1812388:末路,3;可怕,3;看似,3;狂奔,3;尸体,3;
1296993:母亲,28;家庭,22;爱,19;继母,18;生活,13;
1422283:中国,68;越南,53;赵蒙生,16;战士,12;越,12;
3136240:世界,42;二维,24;三维,23;四维,17;n,15;
1298784:佩尔,103;父亲,82;生活,44;,40;梦想,31;
20451118:外星人,21;屌,15;丝,13;第一部,10;僵尸,10;
5203997:卡,10;女人,10;雅各布,9;笑话,8;男人,6;
1294139:珊,79;似水流年,43;生活,34;香港,32;阿珍,27;
3281175:杨德昌,9;com,4;www,4;http,4;台湾,3;
10472195:美智子,32;五,22;十字,22;补丁,22;黑泽,16;
2051636:贵族,12;笑,6;喜,4;居,4;没落,4;
1299259:隆巴德,2;玩意儿,1;50703755,1;哦,1;影子,1;
6872245:秋山,189;直,97;游戏,88;椅子,55;背叛,51;
3546019:程婴,5953;屠岸贾,4670;赵氏,4535;孤儿,4526;陈凯歌,2482;
3210534:in,155;金斯堡,107;嚎叫,85;who,73;诗歌,63;
1305229:爱情,17;茜,16;生活,14;爱,13;西西,11;
1293209:善良,17;巧克力,11;查理,9;工厂,8;隻,7;
3239699:———,31;搞笑,2;哈哈,1;哦,1;还要,1;
11445466:象征,102;代表,55;世界,55;布什,37;基督,35;
1301304:生活,34;清水湾,14;———,11;加里斯,11;希通,9;
3676887:德国,13;密码,12;宝藏,11;钥匙,10;寻宝,10;
1306983:卫斯理,12;科幻,9;小说,8;偶,8;刘德华,8;
6147186:恐怖片,17;恐怖,10;韩国,8;韩恩贞,6;小孩,6;
2127482:老婆,2;心,2;nyu,2;恐怖片,1;机,1;
2127676:僵尸,2;真是太,1;搞,1;中西合并,1;大众,1;
10810269:26年,22;历史,16;事件,16;韩国,12;光州,10;
2045259:爱情,168;爱,129;简单,89;小悠,78;阿乐,69;
2376413:柳,37;芭,33;文化,22;生活,21;驯鹿,19;
1917888:鲔,7;鱼,7;国事,6;红,6;女王,5;
1908323:家庭,10;吸血鬼,9;呼声,6;francis,4;高,4;
1510432:励志,2;轻易,2;2,2;忘记,2;逃避,2;
20534101:夏天,32;春天,31;爱,12;等待,11;吃掉,10;
1959180:帕格尼尼,4;金斯基,4;天才,3;演奏,2;小提琴,2;
2159051:旁白,5;fuck,3;历史,3;s,3;记录,3;
1418085:小栗,13;表演,12;要求,6;厩,6;青春,6;
2002703:莫扎特,26;唐璜,25;达,24;歌剧,21;．,20;
3189969:笑,24;恶搞,22;刺青,21;越狱,19;皇家,18;
3177216:丈夫,41;爱,31;女人,31;越南,30;男人,27;
10553118:鬼魂,15;彼得罗,7;感情,7;莉,7;维亚,6;
6393127:日本,591;赛德克,527;文明,388;台湾,293;莫,268;
3218852:艾玛,4;女儿,4;代表,3;以其,3;暴力,2;
4226741:00,3382;gt,1660;李献计,880;王倩,667;游戏,332;
1437342:松鼠,115;负鼠,92;动物,86;冰河,84;2,80;
1301867:斯大林,140;科托夫,134;太阳,125;米迪亚,93;苏联,83;
1291578:稀饭,282;人类,138;动物,97;剑齿虎,53;动画,52;
6875610:*,28;黑帮,15;杀,13;猪脚,12;布鲁斯,10;
7056769:余文乐,30;泰国,22;女主角,20;杀手,18;公主,17;
1439550:but,5;is,3;it,3;very,3;comic,2;
6104776:海盗,19;宝藏,9;医生,9;(,8;),8;
20376577:时代,5720;郭敬明,3563;小说,2469;青春,1833;顾里,1732;
4109909:父亲,150;爱,149;生活,99;oliver,75;母亲,73;
1308367:妈妈,20;家庭,17;父母,11;父亲,10;梦想,10;
1302827:爱,3225;人类,2367;机器人,2146;大卫,1426;david,1272;
1814535:苏丹,20;山鲁佐,7;德,7;王后,6;东方,6;
1483992:祖国,26;凌晨,18;光,16;苦恋,9;爱,8;
3156117:汉娜,189;hanna,107;杀手,59;―,52;特工,48;
3095418:主人公,14;爱,12;情书,9;男主角,8;爱情,7;
2147115:富人,9;為,8;赎金,7;生活,7;不幸,6;
2146991:变形金刚,2533;擎天柱,1542;2,1457;机器人,1037;美国,1027;
1757925:倒,23;快乐,12;切,6;放,6;过来,6;
4151284:妻子,158;朔,93;节子,93;爱,55;太郎,49;
1292268:黑帮,155;生活,81;兄弟,62;亨利,60;,54;
1297071:(,63;),63;	,62;哥哥,17;阿飞,16;
1293663:黑泽明,43;绑匪,33;社会,32;警察,30;日本,30;
1301083:教育,2;金,1;五个,1;贪婪,1;老师,1;
10756875:日本,7;堕落,6;_,5;`,5;处女,2;
1295169:澳洲,4;russell,3;暴力,2;者,2;好莱坞,2;
4011274:芭蕾,8;很美,7;),6;舞团,6;拍摄,6;
3404534:菲利普,11;当年,8;复仇,8;艾瑞克,7;灵,7;
1439107:暴力,14;———,10;pinky,8;violence,7;猪,7;
1293778:怪人,158;弗兰肯,109;人类,96;斯坦,94;科学,81;
1295824:洛奇,24;拳击,9;洛基,8;拳手,6;打败,6;
1301559:007,6;主题,3;裁缝,3;猥琐,3;其他,2;
1305552:摄影师,139;照片,99;战争,85;战地,67;拍摄,58;
1295751:造,39;雄,35;昌子,32;梦想,22;星期天,21;
6062698:人类,17;超级,10;科学,7;妈妈,7;更加,6;
3073281:婚姻,38;生活,18;夫妇,14;爱,13;marriage,10;
1308559:见,11;奶奶,10;satorare,9;手术,9;电视,8;
2004518:0号,4;纯洁,2;网络,2;花花公子,2;星星,2;
1310169:汤,85;鬼,79;岩井,41;天使,35;岩,26;
1295568:丈夫,59;莉娜,35;怀疑,33;强尼,33;丽娜,32;
2142197:日军,12;学生,9;中国,8;潘毓桂,7;日本,7;
1449961:cobain,22;kurt,17;nirvana,9;电,8;音乐,8;
3131774:we,17;’,15;champions,14;are,14;on,11;
3148738:大仲马,16;爱,7;假装,6;爱情,6;奥古斯丁,5;
1457626:cat,17;back,14;猫,13;came,13;he,9;
7053733:长,2;采访,2;丹尼尔,2;影评,2;贝拉,2;
1903381:be,23;录像带,22;jack,20;梦想,19;rewind,19;
7054838:爱,6;播,3;答案,3;节目,3;听众,3;
6982625:对话,2;小子,1;沉闷,1;老婆,1;一会儿,1;
1479377:女儿,90;生活,88;牧师,87;憨豆,81;老太太,75;
10508879:舅舅,158;恐怖片,111;梦,87;魇,83;青,80;
3011459:火车,399;列车,185;时速,183;英雄,134;情,129;
1302589:é,66;de,33;la,21;戈达尔,17;et,16;
3154388:尚格,55;jcvd,47;云顿,46;动作,36;顿,31;
1293137:大牌,5;库尔特,5;拉塞尔,4;级,4;拥,3;
1294131:成龙,7;舞狮,4;动作,4;刘家良,3;师兄,3;
1766042:儿童,55;社会,38;世界,27;生活,25;短片,24;
3621418:人性,32;林雪,21;警察,16;机动,16;部队,15;
1578646:复仇,127;女人,94;警察,83;erica,82;法律,73;
10432910:守护,7;使命,6;梦想,5;父亲,5;天命,4;
3609001:驼子,100;米,96;香,94;米香,91;王,57;
3878017:【,19;】,19;黑帮,5;动荡不安,4;世界,4;
1303783:像是,3;第二部,3;两部,2;王导,2;第一部,2;
2296666:日本,44;坊,34;仁,24;三味线,19;动画,15;
1417074:不到,1;蜀黍,1;该,1;见,1;男生,1;
1428107:摩根,15;fbi,13;弗里曼,9;政府,8;契约,8;
1291878:神父,251;ignacio,241;enrique,213;爱,180;伊格,158;
1292539:．,14;＂,13;沙俄,4;将军,4;浮,4;
2027933:动作片,37;英雄,20;美国,18;动作,17;飞机,13;
1299769:死神,784;爱,627;joe,408;爱情,239;susan,227;
1775004:闷骚,2;克拉姆,2;少年,2;一方面,2;复活,1;
1962973:麦姬,239;工作,189;生活,85;孙子,76;米基,71;
5158101:balog,5;变暖,5;」,5;「,5;美,4;
2160356:人民,1;名言,1;永恒,1;格瓦拉,1;书写,1;
5150963:学习,8;party,4;工作,4;场地,3;学院,3;
3606973:d,245;地心,114;蜜蜂,101;效果,99;2,97;
4730786:波兰,3;缠,3;汞,3;见到,2;老婆,2;
1292744:德国人,17;悬念,16;希区柯克,12;德国,10;hitchcock,8;
1302191:跑,5;队长,4;年轻,3;成龙,3;开,3;
1297413:格洛莉亚,18;男人,16;母亲,12;女人,12;生活,12;
1309093:爱,18;印度,16;傲慢,11;偏见,9;),8;
1471410:生活,10;野猪,9;男人,7;森林,6;乡村,5;
4059243:姐姐,45;男人,38;偷窥,29;女人,28;妹妹,27;
1293155:拳击,107;愤怒,101;德尼罗,88;杰克,87;公牛,87;
3574495:爱,55;天堂,50;思念,40;天国,39;邮递员,39;
1293030:女人,18;男人,16;纪尧姆,16;贝特朗,15;苏珊,12;
2361269:青春,46;驻警,37;间,27;高个儿,23;恶作剧,21;
1364816:解剖,22;凉,20;子,19;记忆,15;本,11;
6097353:库什,15;印度,7;姑娘,7;野猫,7;牛仔裤,6;
1485395:列侬,24;愤怒,15;marc,15;约翰,8;mark,8;
4921358:梵高,154;画,45;孤独,34;爱,32;生活,31;
1295000:],4;恐怖片,3;公司,3;异形,3;borrower,2;
1302554:丑角,8;傻,7;日子,4;郑少秋,3;吴君如,3;
1299262:,32;克,22;罗斯策,22;斯特,22;希腊,22;
6859676:海苔,26;泰国,24;成功,18;老板,18;创业,16;
1298013:福尔摩斯,108;华生,58;女人,20;歇,14;洛克,12;
7053739:烂,60;守,39;株,38;杨紫,24;奶奶,23;
1428053:女人,84;爱,61;00,44;36,34;芳心,30;
1419271:梅索斯,23;摇滚,20;真实,19;兄弟,17;天使,12;
1464907:tsotsi,294;婴儿,203;`,170;生活,130;救赎,127;
1306939:父亲,504;李安,329;中国,325;文化,310;推手,299;
1297012:老大,25;ben,19;sobel,19;黑帮,18;心理医生,17;
3244128:阿佩,384;亲密,377;暧昧,333;少,259;林嘉欣,256;
